i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,703,670,7.422388059701492,4.041106723522926,0
1,691,658,7.981762917933131,4.754422218390178,0
2,701,668,7.625748502994012,4.55808111837201,0
3,726,693,7.428571428571429,4.077126970950261,0
4,719,686,7.776967930029154,4.8572743219445265,0
5,712,679,7.251840942562592,3.862499591074192,0
6,713,680,7.489705882352941,4.210967462747526,0
7,700,667,7.9100449775112445,4.633267795276315,0
8,708,675,7.515555555555555,4.484803421377024,0
9,704,671,7.3353204172876305,3.9602256679949472,0
