i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2123,2000,3.7755,0.8809652376796714,0
1,2125,2002,3.776723276723277,0.871686764000188,0
2,2119,1996,3.784569138276553,0.8713212761444442,0
3,2112,1989,3.805932629462041,0.8785157036815318,0
4,2125,2002,3.7677322677322675,0.8716295166144379,0
5,2137,2014,3.766633565044687,0.8699775064639481,0
6,2128,2005,3.8134663341645885,0.8933772424041615,0
7,2129,2006,3.796111665004985,0.8924211946874286,0
8,2145,2022,3.7700296735905043,0.8715936375119588,0
9,2142,2019,3.7860326894502228,0.8856251508381946,0
