i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,712,681,3.9574155653450807,0.9321828324846789,0
1,700,669,3.995515695067265,0.9696335176615946,0
2,723,692,3.9190751445086707,0.926073980562401,0
3,711,680,3.9676470588235295,0.9496812431904824,0
4,720,689,3.9361393323657476,0.9540914344794289,0
5,702,671,3.979135618479881,0.9342847935706461,0
6,715,684,3.953216374269006,0.9616194034849671,0
7,704,673,3.988112927191679,0.9932198853177924,0
8,714,683,3.9546120058565153,0.9555210395768451,0
9,712,681,3.970631424375918,0.9537102972666079,0
