i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,930,889,3.9640044994375705,0.9597338307320009,0
1,918,877,4.003420752565565,0.9734149984016224,0
2,919,878,3.9954441913439633,0.9699246012340421,0
3,924,883,3.9864099660249153,0.954121369275024,0
4,922,881,3.9829738933030647,0.9616627486932356,0
5,907,866,4.019630484988452,0.9782072739705815,0
6,917,876,3.98972602739726,0.9633154401688888,0
7,933,892,3.958520179372197,0.9608159640937316,0
8,944,903,3.929125138427464,0.9537847955213044,0
9,914,873,3.9919816723940436,0.9638030054638109,0
