i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2128,2005,3.7516209476309226,0.8615671020192768,0
1,2151,2028,3.7894477317554243,0.8768033491871153,0
2,2160,2037,3.7825233186057927,0.882007414428978,0
3,2143,2020,3.774257425742574,0.8723081326494913,0
4,2124,2001,3.787106446776612,0.8956855178520938,0
5,2154,2031,3.729197439684884,0.842336961544015,0
6,2143,2020,3.7495049504950497,0.8751943221140326,0
7,2132,2009,3.7620706819313092,0.8670363365749714,0
8,2133,2010,3.754228855721393,0.8669122465090955,0
9,2111,1988,3.733400402414487,0.8507016317353944,0
