i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1380,1315,8.408365019011407,5.270169150811761,0
1,1378,1313,8.137090632140136,5.173113137418531,0
2,1373,1308,8.201070336391437,4.937694253642423,0
3,1364,1299,8.261739799846035,5.313787929688493,0
4,1376,1311,8.282227307398932,5.662486179248234,0
5,1398,1333,8.297074268567142,5.226049831511935,0
6,1393,1328,8.477409638554217,5.409115068118635,0
7,1368,1303,8.422870299309286,5.4255583487850405,0
8,1400,1335,8.40749063670412,5.438131776970387,0
9,1403,1338,8.13527653213752,5.312823625783839,0
