i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2476,2346,7.313725490196078,4.998426778892066,0
1,2479,2349,7.5832269050659855,5.2058101582776795,0
2,2431,2301,7.661451542807475,5.289665485884983,0
3,2507,2377,7.40302902818679,5.008612615562433,0
4,2484,2354,7.556499575191164,5.239343092344176,0
5,2503,2373,7.225874420564686,4.926297558200594,0
6,2417,2287,7.530826410144294,5.335183101111036,0
7,2455,2325,7.7182795698924735,5.60201473428364,0
8,2440,2310,7.638961038961039,5.400132013236973,0
9,2466,2336,7.428938356164384,5.226472221930487,0
