i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1783,1677,15.342277877161598,12.105073979107258,617
1,1769,1663,15.144918821407096,12.589978608935207,580
2,1746,1640,15.43109756097561,12.028072195766844,591
3,1704,1598,16.16270337922403,13.782906854236765,540
4,1755,1649,15.400242571255307,12.67999192472218,616
5,1762,1656,15.18719806763285,12.61315854485614,598
6,1757,1651,15.778921865536038,13.23899281050246,602
7,1770,1664,15.23858173076923,11.6869287975619,615
8,1739,1633,15.750765462339253,12.682653542684003,590
9,1747,1641,15.94210847044485,13.06780471198861,555
