i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1816,1619,3.0827671402100063,0.7172580085153506,0
1,1798,1603,3.0436681222707422,0.5522839954487646,0
2,1778,1582,3.0101137800252844,0.23563425386107312,0
3,1790,1593,3.030131826741996,0.39341222381979635,0
4,1793,1597,3.0325610519724484,0.48927561070367137,0
5,1780,1584,3.04040404040404,0.5302789797336036,0
6,1770,1574,3.0139771283354513,0.3302731755775994,0
7,1792,1594,3.013801756587202,0.2291443378644418,0
8,1784,1588,3.036523929471033,0.4667007385918641,0
9,1777,1579,3.0177327422419253,0.45542503112178345,0
