i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1506,1434,3.9748953974895396,0.9569157489374867,0
1,1530,1458,3.9794238683127574,0.950554929991418,0
2,1542,1470,3.9380952380952383,0.9609259517815388,0
3,1544,1472,3.954483695652174,0.9259067264247063,0
4,1498,1426,4.00070126227209,0.9632079184713861,0
5,1525,1453,3.9834824501032347,0.9479225587714011,0
6,1515,1443,3.968121968121968,0.9681460269022032,0
7,1518,1446,3.9446749654218536,0.9406943953953272,0
8,1528,1456,3.9622252747252746,0.9696359880136968,0
9,1511,1439,4.0034746351633075,0.9696515879951866,0
