i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,230,219,6.698630136986301,2.508533007457291,0
1,240,229,6.820960698689956,2.920832707615927,0
2,248,237,6.371308016877637,1.9501432323407912,0
3,228,217,6.783410138248848,2.598138536496484,0
4,243,232,6.706896551724138,2.5035052715085038,0
5,221,210,6.8,2.3880655650247844,0
6,233,222,6.698198198198198,2.477628987996168,0
7,234,223,6.591928251121076,2.6918457425303104,0
8,245,234,6.555555555555555,2.5601964549501317,0
9,221,210,6.747619047619048,2.6164532605034423,0
