i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1864,1762,3.9052213393870603,0.926091699761111,0
1,1911,1809,3.881149806522941,0.920693614683265,0
2,1854,1752,3.9360730593607305,0.9540948107522328,0
3,1892,1790,3.8977653631284914,0.9478853446012256,0
4,1883,1781,3.891072431218417,0.9331586045673818,0
5,1879,1777,3.878446820483962,0.9075883784676952,0
6,1875,1773,3.918781725888325,0.9524227925174124,0
7,1876,1774,3.9086809470124013,0.9363046873427621,0
8,1866,1764,3.886621315192744,0.9256131947541759,0
9,1866,1764,3.9126984126984126,0.9435770326412639,0
