i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1251,1180,16.296610169491526,14.062155801909773,503
1,1276,1205,16.509543568464732,12.871117921732973,468
2,1284,1213,15.693322341302556,13.030812488974227,521
3,1279,1208,15.977649006622517,13.153840011784073,499
4,1265,1194,16.11222780569514,13.208512098427372,504
5,1275,1204,16.479235880398672,14.13075158227292,482
6,1270,1199,16.211009174311926,12.531648498002188,501
7,1264,1193,16.594300083822297,13.151118605292456,503
8,1270,1199,15.960800667222685,13.531637707313969,493
9,1241,1170,16.274358974358975,13.531316344871387,473
