i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2369,2232,3.0483870967741935,0.21458281767177534,0
1,2388,2248,3.0729537366548043,0.27502473779758096,0
2,2769,2614,3.0405508798775824,0.19724732195580283,0
3,2398,2242,3.236842105263158,0.42514459003693456,0
4,2019,1901,3.066280904786954,0.27297010952247336,0
5,2352,2215,3.0424379232505645,0.2015860757114527,0
6,2368,2211,3.18407960199005,0.38754909640100393,0
7,2757,2583,3.152535811072396,0.3595394796303775,0
8,2417,2261,3.1331269349845203,0.3950874768462696,0
9,2358,2222,3.094059405940594,0.3127514895579383,0
