i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2552,2298,10.819843342036554,37.40246041217175,358
1,2570,2302,9.901824500434405,24.38038240457587,413
2,2642,2374,9.032434709351305,20.016679044893024,396
3,2712,2443,7.073270568972575,16.64689366191601,439
4,2547,2276,9.519771528998243,24.475859760585674,408
5,2569,2300,8.641304347826088,15.48866452388518,380
6,2589,2329,9.078574495491628,26.036904654338244,377
7,2540,2269,10.048920229175849,28.68520018231678,397
8,2573,2306,10.063313096270598,28.00310319416424,410
9,2599,2318,7.69197584124245,11.728854833237452,399
