i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1779,1584,3.023989898989899,0.3286492710052968,0
1,1796,1600,3.03375,0.5013590903733571,0
2,1798,1605,3.0,0.0,0
3,1798,1603,3.0262008733624453,0.4018823172956797,0
4,1790,1591,3.043997485857951,0.5722034862359329,0
5,1791,1593,3.0125549278091652,0.20004535180062286,0
6,1766,1569,3.019120458891013,0.2517325386632441,0
7,1788,1591,3.0301697045883094,0.42439134823286584,0
8,1798,1599,3.045028142589118,0.5596154612756885,0
9,1778,1580,3.017721518987342,0.32559954190513213,0
