i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1829,1742,8.345005740528128,5.457573107092127,0
1,1818,1731,8.532062391681109,5.832485893907957,0
2,1826,1739,8.411155836687751,5.602976267785814,0
3,1823,1736,8.736175115207374,5.924018138072355,0
4,1804,1717,8.831683168316832,5.886044442755008,0
5,1814,1727,8.370005790387957,5.533315756916939,0
6,1849,1762,8.404086265607264,5.696061256334773,0
7,1815,1728,8.588541666666666,5.983796268312558,0
8,1834,1747,8.254722381224957,5.362190800190739,0
9,1821,1734,8.527104959630911,5.653092470425329,0
