i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,686,655,4.029007633587787,0.991912990952895,0
1,684,653,4.039816232771822,0.9704396455145577,0
2,718,687,3.947598253275109,0.9361831651219717,0
3,718,687,3.947598253275109,0.934627043534698,0
4,714,683,3.932650073206442,0.9441985169888211,0
5,710,679,3.964653902798233,0.9822816858014353,0
6,686,655,4.036641221374046,0.998564321082506,0
7,733,702,3.905982905982906,0.9274193522773017,0
8,708,677,3.960118168389956,0.9646049011294252,0
9,722,691,3.926193921852388,0.9435866926891641,0
