i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2429,2276,3.1067662565905096,0.3412577529897567,0
1,2406,2249,3.1711871943085814,0.3766724556074382,0
2,2441,2285,3.197374179431072,0.3980171010459012,0
3,2428,2271,3.213562307353589,0.409821239361017,0
4,2402,2248,3.1045373665480427,0.31737476784656776,0
5,2412,2255,3.2283813747228383,0.43737961512175266,0
6,2396,2239,3.2032157213041534,0.4023917145257667,0
7,2410,2252,3.2189165186500888,0.4135118819480452,0
8,2418,2264,3.2835689045936394,0.4727320616825311,0
9,2754,2578,3.0686578743211794,0.291359641588813,0
