i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1562,1350,7.501481481481481,4.914340092622138,1298
1,1674,1462,7.617647058823529,5.194524154739678,1381
2,1787,1575,8.82031746031746,8.635186410475653,1177
3,1810,1598,7.741551939924906,5.773914244394364,1483
4,1702,1490,7.840268456375839,5.40469494464856,1437
5,1616,1404,7.564814814814815,5.506865816374374,1366
6,1773,1561,7.932735426008969,5.807500133113393,1437
7,1712,1500,8.054,7.009166664685135,1446
8,1790,1578,8.919518377693283,10.972392444939189,1261
9,1797,1585,7.592429022082019,5.258534247100368,1498
