i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1784,1611,3.335195530726257,2.5298950515188277,0
1,1838,1665,3.4894894894894897,2.214078088374721,0
2,1734,1561,3.4176809737347855,3.7156862292809705,0
3,1751,1578,3.347275031685678,2.3027637115930535,0
4,1773,1600,3.473125,3.199887144006019,0
5,1787,1614,3.6226765799256504,3.3396356193633827,0
6,1746,1573,3.284806102987921,2.4058107852778168,0
7,1756,1583,3.310802274162982,2.4704297033535494,0
8,1771,1598,3.1451814768460578,1.438414050119714,0
9,1752,1579,3.480050664977834,3.8960626749691025,0
