i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2548,2271,9.49185380889476,24.72354943472841,393
1,2568,2301,9.131681877444588,14.992176728403598,393
2,2567,2303,10.180199739470256,27.980424094050118,403
3,2515,2240,10.006696428571429,31.465591322914964,371
4,2636,2366,9.37193575655114,21.90329449212427,399
5,2528,2264,9.864399293286219,33.10579312210164,454
6,2550,2279,10.01316366827556,32.412596245723776,416
7,2641,2362,7.593564775613887,8.396801490369182,385
8,2713,2432,7.949424342105263,18.40782937324245,309
9,2604,2335,8.097644539614562,27.014880006676815,400
