i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1146,1092,8.0,4.831406714663013,0
1,1128,1074,8.154562383612664,4.995747040798077,0
2,1156,1102,8.136116152450091,5.154912602139042,0
3,1155,1101,8.079927338782925,5.089834787105041,0
4,1132,1078,8.089053803339517,5.284086344153262,0
5,1157,1103,7.9320036264732545,4.530134847158644,0
6,1145,1091,8.251145737855179,5.293510378236576,0
7,1141,1087,8.328426862925483,5.353016466416777,0
8,1178,1124,7.903914590747331,4.787441197226818,0
9,1135,1081,8.430157261794635,5.456325363214311,0
