i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1673,1591,3.904462602137021,0.922338975852362,0
1,1642,1560,3.950641025641026,0.9443486966587074,0
2,1669,1587,3.9521109010712037,0.9506938495196215,0
3,1634,1552,3.973582474226804,0.9837326615415232,0
4,1619,1537,3.9765777488614185,0.9689911847089211,0
5,1644,1562,3.950064020486556,0.9433726625975868,0
6,1624,1542,3.9494163424124515,0.9576148746701229,0
7,1658,1576,3.986040609137056,0.9663411859643568,0
8,1629,1547,3.9411764705882355,0.9680236828531936,0
9,1658,1576,3.954314720812183,0.9434218753881863,0
