i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1742,1569,3.517527087316762,4.13720762563384,0
1,1750,1577,3.365250475586557,3.067370333817322,0
2,1768,1595,3.3329153605015676,3.3772447028317045,0
3,1878,1705,3.8293255131964807,3.3421974372096015,0
4,1859,1686,3.4661921708185055,2.933786187854841,0
5,1742,1569,3.5137029955385595,4.212182654951197,0
6,1816,1643,3.3621424223980525,1.9950525017876903,0
7,1747,1574,3.397712833545108,3.231341884175585,0
8,1774,1601,3.3004372267332918,2.7291300746502682,0
9,1789,1616,3.366336633663366,3.526344339614221,0
