i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2354,2213,6.880704925440578,4.990660328129135,0
1,2472,2331,6.737022737022737,4.658192109291732,0
2,2456,2315,6.7650107991360695,4.8587017915524955,0
3,2516,2375,6.669052631578947,4.730544660681643,0
4,2482,2341,6.887654848355404,4.8335583474952,0
5,2534,2393,6.931048892603426,5.098594279827348,0
6,2491,2350,6.754893617021277,4.904570977980068,0
7,2532,2391,6.755332496863237,4.874410580488579,0
8,2448,2307,6.695275249241439,4.923285722575838,0
9,2462,2321,6.977165015079707,4.976107920983525,0
