i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2513,2249,9.473543797243218,18.456619681669288,383
1,2533,2261,8.790358248562583,14.549806630361163,358
2,2579,2314,9.445116681071736,26.079871416354017,379
3,2569,2298,8.839860748476937,20.536717724975787,455
4,2530,2268,9.600529100529101,28.725438702380416,373
5,2623,2349,8.652618135376756,16.818295400996366,418
6,2615,2344,8.815699658703071,27.50746394405243,401
7,2562,2288,7.494318181818182,6.345595016115553,429
8,2546,2270,8.648898678414097,16.056880889426285,406
9,2540,2273,9.443906731192257,34.460834251015264,388
