i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2259,2030,8.535467980295566,7.49544841543734,1535
1,2302,2073,9.25904486251809,9.178350040130022,1528
2,2349,2120,9.430188679245283,9.161899879302458,1574
3,2274,2045,9.291442542787285,8.453476889020418,1547
4,2253,2024,8.945158102766799,8.079548687322442,1544
5,2307,2078,9.35563041385948,9.136021344533717,1532
6,2271,2042,9.409402546523017,8.568264208866438,1536
7,2170,1941,8.2596599690881,8.800705189755009,1502
8,2255,2026,9.158440276406713,7.759468332380824,1574
9,2315,2086,9.430488974113135,9.32037173567158,1483
