i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1478,1390,16.602158273381296,13.62601705068642,541
1,1524,1436,15.817548746518106,13.52976183355396,517
2,1532,1444,15.673130193905816,13.342902432624614,564
3,1550,1462,15.71545827633379,12.43053559642783,582
4,1530,1442,15.768377253814148,13.313113835685611,561
5,1476,1388,16.469020172910664,13.768350810984884,509
6,1525,1437,15.771746694502436,12.799267466528983,544
7,1496,1408,15.696732954545455,12.937884408309484,542
8,1528,1440,15.872222222222222,12.601765994210474,528
9,1541,1453,15.479008947006195,12.627508228295346,547
