i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,955,911,7.739846322722284,4.547510335426079,0
1,960,916,7.724890829694323,4.83557961657716,0
2,936,892,7.599775784753363,4.374831188947787,0
3,946,902,7.7682926829268295,4.797746742323104,0
4,942,898,7.7271714922049,4.6809281120986,0
5,935,891,7.799102132435466,4.652822090150025,0
6,961,917,7.848418756815703,4.786605516883656,0
7,917,873,7.851088201603665,4.570266154381852,0
8,935,891,7.823793490460157,4.637636445940575,0
9,945,901,7.853496115427303,4.786758173849267,0
