i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,257,246,3.9430894308943087,0.9221820447771861,0
1,257,246,3.9552845528455283,0.9510544641745952,0
2,251,240,3.9791666666666665,0.9723164636863636,0
3,258,247,3.9473684210526314,0.9614340450443708,0
4,255,244,3.9549180327868854,0.9677252742365108,0
5,253,242,3.9628099173553717,0.8968846200709587,0
6,254,243,3.9794238683127574,0.9747789014722296,0
7,243,232,4.073275862068965,0.9776694454618974,0
8,264,253,3.889328063241107,0.9717373418493654,0
9,261,250,3.928,0.9136826582572309,0
