i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2494,2247,9.993769470404985,14.429391837788915,1240
1,2524,2277,10.436978480456741,16.08729761859579,980
2,2529,2282,10.55521472392638,25.20061090672627,1193
3,2517,2271,10.78643769264641,20.48903888293724,1035
4,2461,2214,9.73757904245709,14.06904084537368,1284
5,2511,2264,9.655918727915195,15.38066682446266,1144
6,2502,2255,10.07050997782705,21.84707775913147,1248
7,2469,2222,9.673267326732674,17.529309287705946,1275
8,2512,2265,10.424282560706402,16.15981531787407,1151
9,2468,2221,9.44529491220171,16.39517344956031,1306
