i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1412,1347,8.176688938381588,5.210630162553948,0
1,1407,1342,8.201192250372578,5.439662127640904,0
2,1369,1304,8.249233128834355,5.208976386463151,0
3,1413,1348,8.47626112759644,5.4933356141056136,0
4,1378,1313,8.521706016755521,5.814970789649779,0
5,1398,1333,7.990247561890473,5.027223205410486,0
6,1378,1313,8.304645849200305,5.30358927022401,0
7,1399,1334,8.164167916041979,5.226435458894246,0
8,1378,1313,8.141660319878142,5.220474308281701,0
9,1368,1303,8.460475825019186,5.337116771232254,0
