i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1596,1520,8.492763157894737,5.534575555133814,0
1,1625,1549,8.500968366688186,5.6392088912317915,0
2,1636,1560,8.305128205128206,5.410741866663574,0
3,1607,1531,8.6629653821032,5.750306846506363,0
4,1605,1529,8.404839764551994,5.382699084544505,0
5,1587,1511,8.411647915287888,5.493992567585761,0
6,1626,1550,8.290322580645162,5.620891608685128,0
7,1612,1536,8.645182291666666,5.704280667667025,0
8,1624,1548,8.556201550387597,5.696122171618404,0
9,1629,1553,8.262073406310368,5.3380467549022095,0
