i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1749,1587,3.639571518588532,3.379562999441101,0
1,1824,1662,3.923586040914561,3.7169154612186244,0
2,1850,1688,4.056279620853081,4.197977779645797,0
3,1864,1702,4.297297297297297,4.821342069009098,0
4,1831,1669,3.992810065907729,4.68030777185641,0
5,1803,1641,3.914686166971359,3.8673980740437885,0
6,1865,1703,4.321197886083382,4.638379601714601,0
7,2023,1861,4.435787211176787,3.385144441006622,0
8,1751,1589,3.8967904342353683,5.45714314889424,0
9,1804,1642,4.42326431181486,5.720916561111635,0
