i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,463,441,7.160997732426304,3.762678992359213,0
1,482,460,7.191304347826087,3.5414211153247583,0
2,461,439,7.164009111617312,3.4198240719791824,0
3,463,441,7.380952380952381,3.901857223927904,0
4,470,448,7.28125,4.320466890485994,0
5,487,465,7.275268817204301,3.597718988051266,0
6,452,430,7.348837209302325,3.6700150239235767,0
7,474,452,6.9446902654867255,3.3037981818186815,0
8,470,448,6.859375,2.9955847811076173,0
9,470,448,7.033482142857143,3.6451097891121362,0
