i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1091,897,7.181716833890747,4.874955924801563,812
1,1400,1206,8.60530679933665,7.7417974586622185,943
2,1608,1414,9.135077793493634,8.30701549685279,1061
3,1487,1293,9.368136117556071,8.66872338056518,908
4,1550,1356,9.305309734513274,8.887514101815212,978
5,1625,1431,9.82669461914745,9.394491906058034,908
6,1839,1645,10.320364741641338,10.182772500356434,981
7,1760,1566,9.885057471264368,9.848705769224363,931
8,1127,933,7.362272240085745,4.891486137930689,818
9,1490,1296,9.316358024691358,8.629295012631577,1011
