i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,232,221,6.678733031674208,2.809317114208527,0
1,235,224,6.629464285714286,2.759921660147813,0
2,228,217,6.751152073732719,2.613825534763622,0
3,232,221,6.8144796380090495,2.8118959201711187,0
4,232,221,6.832579185520362,2.8750805063402654,0
5,227,216,6.648148148148148,2.4900350094772756,0
6,228,217,6.806451612903226,2.559765765261406,0
7,235,224,6.736607142857143,3.0745642994378164,0
8,235,224,6.745535714285714,3.189334581092592,0
9,244,233,6.459227467811159,2.3067940900759796,0
