i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,944,900,7.658888888888889,4.65692780094451,0
1,935,891,8.089786756453423,5.275019700335416,0
2,948,904,7.834070796460177,4.9874966031737085,0
3,949,905,7.780110497237569,4.790787889958696,0
4,959,915,7.79672131147541,4.766938755343527,0
5,941,897,7.605351170568562,4.185537332112515,0
6,945,901,7.956714761376249,4.846742429888347,0
7,944,900,7.836666666666667,4.469525204711968,0
8,977,933,7.658092175777063,4.671173532360397,0
9,930,886,8.007900677200903,5.0021377704496865,0
