i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2002,1889,3.829010058231869,0.8904440184117702,0
1,1997,1884,3.849256900212314,0.9253417798771139,0
2,2005,1892,3.884249471458774,0.9303579280787819,0
3,2016,1903,3.858118759852864,0.9128302683826842,0
4,2037,1924,3.841995841995842,0.9249281412687029,0
5,2027,1914,3.8756530825496345,0.9040733993510803,0
6,2017,1904,3.8618697478991595,0.8977889927323485,0
7,2015,1902,3.829652996845426,0.8953694321745144,0
8,2037,1924,3.843035343035343,0.9149363137455685,0
9,2037,1924,3.8409563409563408,0.9048646078794598,0
