i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,996,943,16.034994697773065,14.11668707041728,401
1,928,875,17.670857142857145,15.163610834857916,375
2,926,873,17.379152348224512,14.235279592533189,362
3,947,894,16.92393736017897,14.1903340034006,385
4,986,933,16.70096463022508,13.502473638319703,391
5,964,911,16.774972557628978,13.49012198574371,385
6,975,922,16.6236442516269,13.68170891934569,388
7,967,914,16.72319474835886,13.629312931149617,386
8,983,930,16.476344086021506,14.17638425358387,434
9,898,845,18.092307692307692,16.398686626584553,361
