i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,713,680,7.397058823529412,4.268694888998664,0
1,719,686,7.73469387755102,4.667940763380464,0
2,695,662,7.643504531722054,4.295692191493475,0
3,693,660,7.616666666666666,4.328555057855784,0
4,701,668,7.254491017964072,3.7609593403942783,0
5,708,675,7.482962962962963,4.074592290274156,0
6,713,680,7.589705882352941,4.384217674725693,0
7,692,659,7.467374810318665,4.177410266877994,0
8,696,663,7.751131221719457,4.474822586636914,0
9,711,678,7.6386430678466075,4.505072125382714,0
