i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1739,1577,3.642993024730501,3.8527103071467383,0
1,1807,1645,4.036474164133739,4.321418456629263,0
2,1836,1674,4.445639187574671,5.220785654201318,0
3,1899,1737,4.245826137017847,4.290544170624139,0
4,1740,1578,4.097591888466413,5.818057357285091,0
5,1747,1585,3.680757097791798,3.9570615784089442,0
6,1916,1754,4.4332953249714935,4.288531519738828,0
7,1860,1698,4.159010600706714,4.153919285280748,0
8,2051,1889,4.755426151402859,4.3198611138995835,0
9,2065,1903,4.914871255911718,4.717684506872911,0
