i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,470,449,4.020044543429844,0.9795453687394988,0
1,466,445,4.042696629213483,0.9435633679379888,0
2,481,460,3.9717391304347824,0.99633306886853,0
3,466,445,4.033707865168539,0.9604474402296865,0
4,489,468,3.9551282051282053,0.9674816329311743,0
5,476,455,3.997802197802198,0.9246297770516338,0
6,491,470,3.9382978723404256,0.9376414937738927,0
7,469,448,4.03125,0.9814831388188563,0
8,483,462,3.9805194805194803,0.9834393610656615,0
9,477,456,3.995614035087719,0.9597048477999555,0
