i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1160,1106,8.167269439421338,5.085174632511136,0
1,1132,1078,8.075139146567718,5.021190137614581,0
2,1152,1098,8.093806921675775,5.158272564864244,0
3,1157,1103,8.14959202175884,5.196965196120863,0
4,1150,1096,7.95529197080292,4.904824947076948,0
5,1159,1105,8.123076923076923,5.237980124190351,0
6,1167,1113,8.05750224618149,5.007121600001413,0
7,1155,1101,8.072661217075385,5.348880645728322,0
8,1170,1116,8.10752688172043,5.128727927672456,0
9,1168,1114,8.089766606822263,5.080768059535048,0
