i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1517,1429,15.830650804758573,12.790146046685996,511
1,1513,1425,16.084912280701754,12.953485627605646,558
2,1527,1439,15.798471160528145,12.800265932689443,519
3,1570,1482,15.603238866396762,12.573688453735713,545
4,1547,1459,15.728581220013709,13.033739055954031,554
5,1527,1439,16.045170257123,12.305585095965826,553
6,1501,1413,15.952583156404813,13.411127169947049,538
7,1498,1410,16.351063829787233,13.536533791750994,543
8,1483,1395,16.451612903225808,13.983335803528503,558
9,1567,1479,15.248816768086545,12.33909105125491,620
