i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1150,1096,7.799270072992701,4.59528473578874,0
1,1166,1112,8.051258992805755,5.042631050487433,0
2,1140,1086,8.076427255985267,5.00098116871728,0
3,1125,1071,8.231559290382819,5.072635185713995,0
4,1148,1094,7.943327239488117,4.972914414881946,0
5,1159,1105,7.919457013574661,4.8047706001062505,0
6,1151,1097,8.130355515041021,5.218154198308851,0
7,1146,1092,8.085164835164836,5.050938300957766,0
8,1149,1095,8.19634703196347,4.921742404846087,0
9,1155,1101,8.33605812897366,5.356132452825159,0
