i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,955,911,7.74423710208562,4.559811949054696,0
1,932,888,7.9324324324324325,4.811297930596915,0
2,941,897,7.671125975473801,4.5972681242212525,0
3,955,911,7.634467618002195,4.4466933800567015,0
4,953,909,7.643564356435643,4.457415528302567,0
5,936,892,8.081838565022421,5.081954554158338,0
6,929,885,7.859887005649718,4.5478778795798,0
7,932,888,7.836711711711712,4.560815676785303,0
8,940,896,7.810267857142857,4.627864163301126,0
9,931,887,7.80608793686584,4.624166596674515,0
