i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1409,1344,7.915922619047619,5.024308414262727,0
1,1396,1331,8.359879789631856,5.248062687222832,0
2,1366,1301,8.408916218293621,5.33925584838398,0
3,1385,1320,8.253030303030304,5.446258646218151,0
4,1376,1311,8.16323417238749,5.1964509897349975,0
5,1381,1316,8.430091185410335,5.351658578025897,0
6,1379,1314,8.144596651445967,5.265589063520243,0
7,1390,1325,8.32,5.2515816126156,0
8,1379,1314,8.292237442922374,5.379069081834891,0
9,1390,1325,8.247547169811321,5.1909067465664025,0
