i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1816,1664,4.6280048076923075,5.327311647031012,0
1,1927,1775,5.83943661971831,6.083329306987297,0
2,2117,1965,5.764885496183206,4.741746658527565,0
3,2287,2135,6.013583138173302,4.664510792313877,0
4,2260,2108,5.842979127134725,4.640645550438163,0
5,2229,2077,5.928261916225325,4.828414085732672,0
6,2408,2256,6.262854609929078,4.506453568616431,0
7,2342,2190,6.083105022831051,4.42145427871214,0
8,2098,1946,5.818602261048304,4.810006196306264,0
9,2349,2197,6.190259444697315,4.877771917249003,0
