i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2399,2269,7.325694138386955,5.004022711075816,0
1,2403,2273,7.5767707875055,5.320888846420438,0
2,2490,2360,7.397457627118644,5.077917661170598,0
3,2482,2352,7.5607993197278915,5.36964041036252,0
4,2450,2320,7.348275862068966,4.875545641588278,0
5,2494,2364,7.454737732656515,5.101597114700959,0
6,2439,2309,7.518839324382849,5.218003219249447,0
7,2484,2354,7.578589634664401,5.314411919643723,0
8,2483,2353,7.552486187845304,5.269682831279973,0
9,2476,2346,7.471014492753623,5.0973694378216505,0
