i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1765,1592,3.419597989949749,3.4794541013516826,0
1,1759,1586,3.1916771752837327,1.904022777078278,0
2,1785,1612,3.172456575682382,1.8494947791060754,0
3,1746,1573,3.336935791481246,2.620209009113564,0
4,1777,1604,3.382793017456359,3.612716965093782,0
5,1788,1615,3.263777089783282,2.6249140879059047,0
6,1777,1604,3.374064837905237,2.9475423104014165,0
7,1757,1584,3.201388888888889,1.9116794378262942,0
8,1782,1609,3.3001864512119328,2.4830075019735296,0
9,1801,1628,3.3175675675675675,1.9484791472965182,0
