i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1272,1201,16.05328892589509,13.36113984193424,489
1,1268,1197,16.22138680033417,13.149177258344135,494
2,1261,1190,16.37142857142857,13.583474530182801,508
3,1284,1213,16.07502061005771,12.969498529469949,486
4,1234,1163,16.471195184866723,13.196829429753814,477
5,1234,1163,16.5932932072227,14.261608919852526,518
6,1235,1164,16.512886597938145,12.77968233842253,476
7,1227,1156,16.67820069204152,13.370495414439315,463
8,1302,1231,15.890333062550772,13.149894902899662,488
9,1270,1199,16.50792326939116,13.609521599696095,526
