i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1473,1314,12.060121765601219,10.802159234394,646
1,1558,1399,12.43674052894925,11.209874882431999,647
2,1634,1475,12.376271186440677,10.97943129308974,665
3,1677,1518,12.721343873517787,11.600029770829147,668
4,1460,1301,12.33435818601076,11.149516804435722,650
5,1716,1557,12.532434168272319,10.988743352126155,691
6,1663,1504,12.65558510638298,10.611164116767288,664
7,1572,1413,12.153573956121727,10.62324210349507,632
8,1427,1268,11.829652996845425,10.825297696903858,740
9,1871,1712,13.432827102803738,11.15806870151267,630
