i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1790,1617,3.25417439703154,2.2703126016263266,0
1,1765,1592,3.2964824120603016,1.9782200233406648,0
2,1760,1587,3.26591052299937,2.35289117614136,0
3,1810,1637,3.3133781307269397,1.9893173804491437,0
4,1783,1610,3.188198757763975,2.0638828172831705,0
5,1778,1605,3.243613707165109,2.2294750287315055,0
6,1735,1562,3.548015364916773,4.34867183924574,0
7,1852,1679,3.6164383561643834,2.529278971400676,0
8,1773,1600,3.33,2.9233713414480893,0
9,1765,1592,3.3969849246231156,3.083949525878251,0
