i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2437,2296,6.73911149825784,4.948459434865452,0
1,2457,2316,6.8639896373057,5.013115644952556,0
2,2506,2365,6.831289640591966,4.723459717024095,0
3,2543,2402,6.876353039134055,4.873601204244266,0
4,2346,2205,6.913832199546485,4.969459020453836,0
5,2416,2275,6.863736263736263,4.83238881348851,0
6,2455,2314,6.8811581676750215,4.944126820339997,0
7,2435,2294,6.882301656495205,4.851599896429681,0
8,2487,2346,6.895993179880648,4.856009466131872,0
9,2532,2391,6.717273107486407,4.7801903990549794,0
