i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1692,1610,3.9770186335403728,0.9398525354930246,0
1,1667,1585,3.95205047318612,0.9657725486619443,0
2,1631,1549,3.931568754034861,0.9338157239412838,0
3,1659,1577,3.9543436905516804,0.9213568148613849,0
4,1634,1552,3.9690721649484537,0.9492656765569518,0
5,1676,1594,3.9579673776662485,0.9485456788330741,0
6,1647,1565,3.966773162939297,0.9692631516627185,0
7,1684,1602,3.939450686641698,0.9464852903619598,0
8,1652,1570,3.919745222929936,0.9238137161908793,0
9,1644,1562,3.941101152368758,0.9623452553717112,0
