i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1799,1647,4.75591985428051,5.375735347754369,0
1,1977,1825,5.534794520547945,5.442302119052053,0
2,2102,1950,5.694358974358974,5.570243190783572,0
3,2293,2141,6.0555815039701075,4.955966111051834,0
4,1875,1723,5.112013929193267,7.090959532210278,0
5,2359,2207,6.090167648391482,4.564349184595447,0
6,2307,2155,5.968445475638051,4.559778472472623,0
7,2265,2113,5.983435873166115,5.228902361227159,0
8,2279,2127,6.162670427832628,4.817873205545733,0
9,2483,2331,6.134277134277134,4.521030093789885,0
