i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,469,447,7.0134228187919465,3.0892465082944587,0
1,483,461,6.815618221258134,3.1757375862153596,0
2,461,439,7.195899772209567,3.7843800236069205,0
3,473,451,7.106430155210643,3.909421036904484,0
4,474,452,7.084070796460177,3.502466043285558,0
5,457,435,7.00919540229885,3.1520703717532403,0
6,483,461,7.06941431670282,3.5804296758186256,0
7,461,439,7.252847380410023,3.678086911358203,0
8,473,451,7.139689578713969,3.7952589038879894,0
9,476,454,6.861233480176211,3.08408509243524,0
