i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,469,448,4.033482142857143,1.0291485817181847,0
1,468,447,4.058165548098434,1.032457262766583,0
2,482,461,3.980477223427332,0.9622193875089753,0
3,490,469,3.9445628997867805,0.9714019888124467,0
4,492,471,3.932059447983015,0.9418618935993521,0
5,473,452,4.011061946902655,0.9718888304829152,0
6,489,468,3.963675213675214,0.9722457027313905,0
7,484,463,3.978401727861771,0.9856245537023443,0
8,482,461,3.980477223427332,0.94630723665238,0
9,498,477,3.8846960167714886,0.9141999755114982,0
