i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2225,1996,8.68436873747495,9.409285065465442,1568
1,2267,2039,9.195684158901422,8.627286627697519,1534
2,2303,2075,9.283855421686747,8.53725525590036,1548
3,2265,2036,8.9926326129666,12.098297658448226,1555
4,2165,1936,8.750516528925619,7.975313780566075,1562
5,2272,2043,8.909936368086148,11.268437945458762,1536
6,2267,2038,9.750245338567224,10.020780050234462,1456
7,2319,2090,9.536363636363637,8.807666744116974,1433
8,2316,2087,9.139434595112602,8.579525234535685,1547
9,2332,2103,9.443176414645745,9.634720843667546,1608
