i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1761,1669,3.9358897543439184,0.9618673805821261,0
1,1792,1700,3.9241176470588237,0.9328044926206602,0
2,1778,1686,3.9489916963226572,0.943735443394843,0
3,1787,1695,3.936873156342183,0.9351369302438902,0
4,1752,1660,3.958433734939759,0.9423541169610924,0
5,1758,1666,3.954981992797119,0.9449504549026676,0
6,1777,1685,3.9335311572700298,0.9348369760968429,0
7,1751,1659,3.922242314647378,0.951813490231445,0
8,1763,1671,3.9305804907241173,0.9618539277928488,0
9,1742,1650,4.001818181818182,0.9739001708079348,0
