i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,2541,2269,8.221242838254737,8.57551261004188,419
1,2583,2313,8.674016428880241,16.47713515371891,417
2,2551,2286,9.364391951006125,20.74826686945429,395
3,2560,2296,8.994337979094077,25.743583876349888,412
4,2533,2265,8.759823399558499,17.532427778544303,404
5,2600,2333,8.96699528504072,24.720143496478247,430
6,2652,2384,7.137164429530201,6.545534469372341,444
7,2652,2380,8.154621848739495,27.023185649958588,431
8,2546,2276,8.414762741652021,14.775925414949052,344
9,2553,2274,7.636323658751099,5.643554696781244,393
