i,n_total,n_finished,turns_avg,turns_std,n_waiting
0,1828,1741,8.458931648477886,5.734520838174828,0
1,1823,1736,8.46831797235023,5.602637704199309,0
2,1834,1747,8.534058385804236,5.6172888900234526,0
3,1820,1733,8.552798615118292,5.674291795314271,0
4,1833,1746,8.254295532646049,5.397227491533387,0
5,1832,1745,8.418338108882521,5.657087913092391,0
6,1837,1750,8.354857142857142,5.628328029545121,0
7,1823,1736,8.679147465437788,5.885832260012214,0
8,1815,1728,8.585648148148149,5.826947103146462,0
9,1819,1732,8.456697459584296,5.637006166029943,0
